# timestamp, sensor_id, mac_addr, frequency_khz, rssi_dbm, name, scan_time_start_us, scan_time_end_us
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:42:f8, -1, -80.46180676823326, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:87, -1, -87.64337294646432, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:3e, -1, -87.55957602595198, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:0e:62, -1, -68.60647969972773, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:c9:f8, -1, -77.72749099577078, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:c9:a0, -1, -77.22392297333613, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:c9:cb, -1, -77.23121853892174, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:0e:fe, -1, -68.94169924798912, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:4a, -1, -91.06777942841249, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:0e:b7, -1, -69.08428361475092, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:c9:bb, -1, -77.62486237092769, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:26, -1, -77.16373671343227, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:b1, -1, -76.64483112196939, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:c9, -1, -77.8969825616235, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:d7, -1, -79.14276257894346, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:42:57, -1, -82.07864115712322, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:bb, -1, -83.7158395722942, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 71:47:e2:0c:25:08, -1, -86.03453673695608, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 15:99:da:93:1e:38, -1, -81.61921689516214, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:8a, -1, -86.65065238523769, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:42:bb, -1, -79.58593633757529, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:42:a0, -1, -79.28987205924547, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:42:cb, -1, -78.88370571319969, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:d7:ee, -1, -93.67346293006226, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:ca, -1, -88.5050865459845, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:57, -1, -88.65675195598065, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:74, -1, -88.80543388373069, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:d6:1a, -1, -92.01509864552325, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:b6, -1, -88.64368899865758, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:ea:05, -1, -91.1569484700824, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:ea:6f, -1, -91.77909548421455, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:ea:52, -1, -91.968607038843, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:ea:aa, -1, -91.44101160037897, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 31:57:04:59:e8:4f, -1, -83.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 49:cf:8a:2f:68:7e, -1, -82.07563164514593, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:4f:1a, -1, -81.4658860633613, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:4f:4d, -1, -79.74670034495954, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:4f:c1, -1, -81.234866573954, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:4f:96, -1, -82.12269065260674, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 30:99:da:93:1e:38, -1, -79.41998788716528, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:4f:00, -1, -81.56193222594248, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:fa, -1, -73.88110196544636, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:b7, -1, -72.09971604555605, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:0e:24, -1, -70.50009453648339, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:d7:85, -1, -94.05200359815099, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:70, -1, -83.82781888123766, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:d6:96, -1, -88.44133066288263, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:1b:0f, -1, -90.27635845523373, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:1b:c7, -1, -90.0250823851193, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:1b:18, -1, -89.87370483878668, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:1b:60, -1, -88.68822919716628, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:86, -1, -80.07202706819336, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:24, -1, -82.96939634005984, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:e1, -1, -80.95957556795125, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:45, -1, -81.48259088318356, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:e0, -1, -73.89864508088588, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:24, -1, -73.50957299739501, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:6c:33:b6:36:bf, -1, -94.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:6c:33:b6:36:97, -1, -93.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:6c:33:b6:36:25, -1, -94.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:96, -1, -92.31947260557651, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:0d, -1, -83.25447131371136, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:08, -1, -83.0733826833344, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:59, -1, -82.90651586588406, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:ea, -1, -83.16157741839577, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:62, -1, -79.29901291338906, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:62, -1, -75.188791415228, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:fe, -1, -79.51433522450078, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:0b, -1, -74.55204326247419, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:cb, -1, -90.63260549986772, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:ae, -1, -90.05980417679389, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:d4, -1, -89.2430972613686, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:08, -1, -79.47287179978365, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:a6, -1, -79.2611366105356, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:ea, -1, -78.12770458734116, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:0d, -1, -79.63315381899979, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:11, -1, -78.98956598342082, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:d7:1c, -1, -90.99966295653536, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:d6:1c, -1, -84.50112937991412, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:bd:6c, -1, -91.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:bd:b2, -1, -90.78051883411777, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:bd:e1, -1, -92.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:fe, -1, -80.43591206000116, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:b7, -1, -79.08821779412418, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:c7:4f:b0:30:3d, -1, -85.33981090545889, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:24, -1, -79.5745184373433, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d6:5a:b9:d6:c3:3e, -1, -78.99212626129668, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:be, -1, -84.69862523619993, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:df, -1, -84.533492961304, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:b7, -1, -80.04038603302288, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 8d:2d:6b:65:ea:6c, -1, -89.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:72:98, -1, -79.77994768549954, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 30:99:da:93:1e:51, -1, -84.40261792897535, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d6:5a:b9:d6:d3:4d, -1, -87.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:32:47:3c, -1, -84.00803147014109, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:f9, -1, -92.09927026166329, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:f8, -1, -84.60581205482949, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:87, -1, -90.82050787682972, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:8a, -1, -89.22293227766919, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:b6, -1, -88.83477064418801, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:32, -1, -87.71813927775051, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:6b, -1, -87.378797429356, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:e1, -1, -92.49037119695538, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:62, -1, -80.38361112734289, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:4e, -1, -92.46646581044881, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ca:f8:58:13:a4:27, -1, -80.9984363451508, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:19, -1, -81.45538216436408, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:94, -1, -83.05460239217534, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, b4:f9:bf:56:e5:91, -1, -82.50605201663966, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 15:99:da:93:1e:51, -1, -88.00000000000001, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, ea:66:c3:92:bd:a0, -1, -89.00190803972218, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:90, -1, -91.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:17:15:d0:94:e6, -1, -86.63640585966075, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:e1, -1, -90.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:72:c7, -1, -77.69816842677297, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:8f:2e:4f, -1, -88.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:70:1a:90:1a:a2, -1, -87.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:4d, -1, -81.16988537885047, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:00, -1, -81.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:8c, -1, -83.19171158004058, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:c1, -1, -82.39347005422286, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:1a, -1, -83.1612340243188, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:96, -1, -81.82607362752697, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:a0, -1, -84.08851764851107, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:12:e7, -1, -75.11024772103397, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:9b, -1, -93.19884802322, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:b2, -1, -80.87940279570941, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:f6, -1, -80.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:6c, -1, -79.79715963528174, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:6d, -1, -80.4740525908491, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, fa:a4:0e:e4:6b:8d, -1, -80.72853761902125, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:ee, -1, -91.76359476213177, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:3e, -1, -88.04134047747252, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:49:a2, -1, -83.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:49:6f, -1, -79.99304355209696, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, a6:3d:c0:ab:6c:8d, -1, -87.4103966954823, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:90, -1, -87.47016797005509, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:3b:cf:98, -1, -88.11998046005871, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:3b:cf:18, -1, -88.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:3b:cf:60, -1, -88.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:4f:8c, -1, -80.26853480006321, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:3b:cf:21, -1, -87.11998046005871, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d6:5a:b9:d6:c3:87, -1, -79.01676842452781, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d6:5a:b9:d6:c3:46, -1, -80.20443620633367, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:72:21, -1, -77.02113296411336, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:c0, -1, -90.7649251283585, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 68:95:45:c2:be:17, -1, -89.96661066681666, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:72:18, -1, -76.44450631171146, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:16, -1, -83.28662459170673, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:2a, -1, -81.51767528336737, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:d6:82:fd:82:18, -1, -82.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:d6:82:fd:82:60, -1, -82.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:51, -1, -90.99854030169352, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d6:5a:b9:d6:c3:c5, -1, -82.82970004902873, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d6:5a:b9:d6:c3:b6, -1, -82.35067815666243, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:b3:1c, -1, -83.35450196043149, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:70:1a:90:1a:05, -1, -87.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:70:1a:90:1a:41, -1, -87.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 71:47:e2:0c:25:0d, -1, -84.16931959711735, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, d7:2b:bf:23:c0:75, -1, -73.05952939049357, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:be:72:60, -1, -76.0066507373661, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:d7:c6, -1, -89.27259320878338, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 49:cf:8a:2f:68:90, -1, -90.05070764167519, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e3:56:5b:09:b8:48, -1, -80.77610395698585, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:8f:63:a7, -1, -88.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:7f:64:8f:63:1e, -1, -88.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, a6:3d:c0:ab:6c:e1, -1, -83.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:d6:2a, -1, -86.31285899343501, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:a7:ae, -1, -91.06403042862304, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:32:47:8b, -1, -80.68377254053755, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, a6:3d:c0:ab:6c:b2, -1, -82.99435946255075, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:f2:ea, -1, -90.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, c4:56:66:82:06:b9, -1, -86.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:cf:d6:70, -1, -85.1602157812597, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 33:d1:29:9c:d7:e9, -1, -89.26141248747759, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 2b:92:03:ce:aa:8a, -1, -84.87084671916519, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:e9, -1, -89.52055636534143, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 1b:34:c1:49:bc:87, -1, -82.0, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:8a:85, -1, -86.93216483221796, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e4:fe:3b:ec:99:9b, -1, -79.45944981346172, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 75:85:9d:dd:3d:4a, -1, -90.57456392857094, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, e1:64:44:e3:09:cb, -1, -81.2705860806519, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:26, -1, -94.46815977806885, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:b1, -1, -93.98970389164664, , -1, -1
14911412476, ios_2022-01-12_16.32.48_000/wifi_sensor, 74:a5:d3:b6:fa:c9, -1, -92.98981164218748, , -1, -1
