# Interpolated WGS84 points with column2
# Format: column2, latitude, longitude
hl_2022-09-01-22-19-32-361.001/hetrig_142229110, 47.37096748982206, 8.541148853762214
hl_2022-09-01-22-19-32-361.001/hetrig_139919180, 47.37098552863859, 8.541140279885067
hl_2022-06-19-20-32-34-462.002/hetrig_142411395, 47.372122038583626, 8.540827318162075
hl_2022-09-01-22-19-32-361.001/hetrig_153085781, 47.37091058956604, 8.541191357343871
hl_2022-09-01-22-19-32-361.001/hetrig_148465921, 47.370924087531954, 8.54117571927227
hl_2022-06-19-20-32-34-462.002/hetrig_130231427, 47.372208024325964, 8.540740227076062
hl_2022-01-13-14-21-00-695.003/hetrig_150848959, 47.37199826954745, 8.54122434415434
hl_2022-09-01-22-33-16-669.000/hetrig_153629135, 47.371848004489095, 8.541381830261802
hl_2022-01-13-14-21-00-695.003/hetrig_145785973, 47.371955525005866, 8.541252605268685
hl_2022-06-19-20-32-34-462.002/hetrig_148714204, 47.37208044248768, 8.540870753644397
hl_2022-06-19-20-32-34-462.002/hetrig_154555027, 47.37204733804237, 8.54091095543203
hl_2022-09-01-22-33-16-669.000/hetrig_158018002, 47.37185473890535, 8.541379331113948
hl_2022-09-01-21-03-42-170.002/hetrig_147791850, 47.370702107794074, 8.541284737906777
hl_2022-01-13-14-21-00-695.003/hetrig_155044470, 47.372013954835154, 8.541204046759304
hl_2022-06-19-20-32-34-462.002/hetrig_158943894, 47.37202210891413, 8.540940803242593
hl_2022-01-13-14-21-00-695.003/hetrig_147538649, 47.37197233075254, 8.541240351690277
hl_2022-09-01-21-03-42-170.002/hetrig_153104689, 47.370734734375866, 8.54128260352972
hl_2022-06-19-20-32-34-462.002/hetrig_156633964, 47.37203379333539, 8.540927479926465
hl_2022-09-01-21-03-42-170.002/hetrig_150101780, 47.37071134102322, 8.541285538154112
hl_2022-09-01-22-33-16-669.000/hetrig_159865946, 47.3718542539573, 8.54137815434259
hl_2022-06-19-20-18-49-840.004/hetrig_157745173, 47.37112745344251, 8.541357069475792
hl_2022-09-01-21-03-42-170.002/hetrig_154952633, 47.37074907655951, 8.541282448552643
hl_2022-06-19-20-32-34-462.002/hetrig_159174887, 47.372018831196435, 8.540942913784251
hl_2022-09-01-22-33-16-669.000/hetrig_162406869, 47.371850926840914, 8.541379561550302
hl_2022-06-19-20-32-34-462.002/hetrig_158712901, 47.372024036786605, 8.540938699954632
hl_2022-01-13-14-21-00-695.003/hetrig_161011655, 47.372043970409585, 8.54117397555487
hl_2022-09-01-21-03-42-170.002/hetrig_163961360, 47.37078498532271, 8.54130429765976
hl_2022-09-01-21-03-42-170.002/hetrig_159341500, 47.370767650101484, 8.541293322963485
hl_2022-09-01-22-19-32-361.001/hetrig_163480466, 47.37086780338216, 8.541235809570155
hl_2022-06-19-20-32-34-462.002/hetrig_159810047, 47.3720140934424, 8.540946952424607
hl_2022-06-19-20-32-34-462.002/hetrig_161627060, 47.371999738689475, 8.54095966318717
hl_2022-09-01-22-19-32-361.001/hetrig_161170536, 47.37088264439743, 8.541223507721796
hl_2022-01-13-14-21-00-695.003/hetrig_166711096, 47.372076022400144, 8.541147615079586
hl_2022-09-01-22-33-16-669.000/hetrig_168874673, 47.371425567026876, 8.54108159844781
hl_2022-09-01-22-33-16-669.000/hetrig_172108575, 47.3718270635653, 8.54137280904478
hl_2022-01-13-14-21-00-695.003/hetrig_164000598, 47.37205939018619, 8.541159912484689
hl_2022-01-13-14-21-00-695.003/hetrig_175308212, 47.37212645616522, 8.54113247676269
hl_2022-01-13-14-21-00-695.003/hetrig_176839659, 47.37213601970857, 8.541130230649351
hl_2022-09-01-21-03-42-170.002/hetrig_170831575, 47.37081066199372, 8.541321686721165
hl_2022-01-13-14-21-00-695.003/hetrig_167999609, 47.37208627787095, 8.541144359536363
hl_2022-09-01-21-03-42-170.002/hetrig_174171470, 47.37082509673698, 8.54132883545683
hl_2022-06-19-20-32-34-462.002/hetrig_163513122, 47.3719836862505, 8.540974080424219
hl_2022-01-13-14-21-00-695.003/hetrig_179656664, 47.372145552180974, 8.541126873987062
hl_2022-09-01-21-03-42-170.002/hetrig_179682320, 47.370846762165854, 8.541339247407008
hl_2022-09-01-21-03-42-170.002/hetrig_166244864, 47.37079111575291, 8.541311249632853
hl_2022-01-13-14-21-00-695.003/hetrig_171676598, 47.37210697319902, 8.541136443590549
hl_2022-09-01-21-03-42-170.002/hetrig_177603383, 47.370841287002555, 8.541334763691736
hl_2022-06-19-20-32-34-462.002/hetrig_165856051, 47.371960871903234, 8.540991493778344
hl_2022-06-19-20-32-34-462.002/hetrig_165361066, 47.37196577341638, 8.540988211376366
hl_2022-09-01-21-03-42-170.002/hetrig_183609201, 47.370519020772264, 8.541905660135367
hl_2022-01-13-14-21-00-695.003/hetrig_186119626, 47.372189845323916, 8.54112268243925
hl_2022-09-01-21-03-42-170.002/hetrig_192155942, 47.370875198314934, 8.541355676680892
hl_2022-01-13-14-21-00-695.003/hetrig_182730185, 47.37216620813022, 8.541122940501523
hl_2022-01-13-14-21-00-695.003/hetrig_185503551, 47.372186849197256, 8.541120951303567
hl_2022-09-01-21-03-42-170.002/hetrig_188229061, 47.3708636793549, 8.54134961727074
hl_2022-01-13-14-21-00-695.003/hetrig_187170404, 47.37219450618542, 8.541125024385602
hl_2022-01-13-14-21-00-695.003/hetrig_184381631, 47.372179407180006, 8.541120564574038
hl_2022-01-13-14-21-00-695.003/hetrig_180751028, 47.37215202210121, 8.541123062090753
hl_2022-01-13-14-21-00-695.003/hetrig_188753967, 47.372196213391376, 8.541131018531804
hl_2022-09-01-21-03-42-170.002/hetrig_192617928, 47.37087594460481, 8.541356993994235
hl_2022-01-13-14-21-00-695.003/hetrig_190665286, 47.37219745051212, 8.541136477449315
hl_2022-06-19-20-18-49-840.007/hetrig_186820834, 47.371466109248885, 8.541241807133467
hl_2022-01-13-14-21-00-695.003/hetrig_196923907, 47.37221560515345, 8.541159230670607
hl_2022-06-19-20-18-49-840.007/hetrig_188546786, 47.371486865238666, 8.541234943325529
hl_2022-01-13-14-21-00-695.003/hetrig_195141288, 47.37220976320506, 8.541152560954767
hl_2022-09-01-21-03-42-170.002/hetrig_196082823, 47.370885589065786, 8.541356469463777
hl_2022-01-13-14-21-00-695.003/hetrig_198621080, 47.37221782850208, 8.54116871889962
hl_2022-01-13-14-21-00-695.003/hetrig_204631657, 47.372231352006295, 8.541190629663124
hl_2022-06-19-20-18-49-840.007/hetrig_193758622, 47.371548445945535, 8.54121432156855
hl_2022-01-13-14-21-00-695.003/hetrig_201492470, 47.3722253710352, 8.54117879267415
hl_2022-06-19-20-18-49-840.007/hetrig_192221532, 47.37153098763372, 8.541219376941633
hl_2022-01-13-14-21-00-695.003/hetrig_203306950, 47.37222612152055, 8.541186716927166
hl_2022-01-13-14-21-00-695.003/hetrig_192806685, 47.37220322061112, 8.541143555994262
hl_2022-08-26-09-50-11-549.000/hetrig_213978945, 47.37090910061394, 8.54115492005856
hl_2022-06-19-20-32-34-462.005/hetrig_218132545, 47.371377681397185, 8.541272650682426
hl_2022-08-26-09-50-11-549.000/hetrig_205377044, 47.37084598535901, 8.541162133379943
hl_2022-08-26-09-50-11-549.000/hetrig_209656533, 47.37087302471092, 8.541160737811344
hl_2022-06-19-20-18-49-840.010/hetrig_224866238, 47.372081850825744, 8.540851552910597
hl_2022-08-26-09-50-11-549.000/hetrig_211787694, 47.37089080351419, 8.541157722163952
hl_2022-06-19-20-32-34-462.005/hetrig_219749496, 47.37135875585417, 8.541281685335166
hl_2022-06-19-20-32-34-462.005/hetrig_222290419, 47.37132924572482, 8.541294490851152
hl_2022-08-26-09-50-11-549.000/hetrig_216272788, 47.37092689798932, 8.541152802170483
hl_2022-06-19-20-32-34-462.005/hetrig_225062335, 47.37129555198098, 8.541307345478964
hl_2022-06-19-20-18-49-840.010/hetrig_226714182, 47.37234690909827, 8.540906724553134
hl_2022-08-26-09-50-11-549.000/hetrig_224048400, 47.370972455195805, 8.541151437432216
hl_2022-06-19-20-32-34-462.005/hetrig_227900249, 47.37111406764945, 8.541261687561725
hl_2022-08-26-09-50-11-549.000/hetrig_220166817, 47.37095209631493, 8.541152993702138
hl_2022-08-26-09-50-11-549.000/hetrig_226325338, 47.37096816940279, 8.54115504626579
hl_2022-06-19-20-18-49-840.010/hetrig_232752999, 47.37179340237371, 8.541244685005578
hl_2022-08-26-09-50-11-549.000/hetrig_234744061, 47.370918348394966, 8.54118508984709
hl_2022-08-26-09-50-11-549.000/hetrig_230252132, 47.370939063041405, 8.541170763726983
hl_2022-06-19-20-18-49-840.010/hetrig_230641063, 47.37184704396341, 8.541272749570517
hl_2022-08-26-09-50-11-549.000/hetrig_207304592, 47.37085777655187, 8.541161223198536
hl_2022-01-13-13-33-11-670.010/hetrig_235474183, 47.3722103253042, 8.541105254232553
hl_2022-06-19-20-18-49-840.010/hetrig_228793119, 47.370637522645175, 8.541301468395186
hl_2022-06-19-20-18-49-840.010/hetrig_234600943, 47.37179934246686, 8.541250375838993
hl_2022-08-26-09-50-11-549.000/hetrig_218450836, 47.3709399048905, 8.541153970383785
hl_2022-06-19-20-18-49-840.010/hetrig_236910873, 47.36957591879666, 8.542966946822544
hl_2022-01-13-13-33-11-670.010/hetrig_234056351, 47.3722063021993, 8.541113748540555
hl_2022-06-19-20-32-34-462.005/hetrig_230065913, 47.37123615013975, 8.541321859766752
hl_2022-06-19-20-32-34-462.005/hetrig_235675743, 47.371176693576636, 8.54133184447403
hl_2022-01-13-13-33-11-670.010/hetrig_237631015, 47.37221813206298, 8.54109415387621
hl_2022-01-13-13-33-11-670.010/hetrig_239812721, 47.37222680043545, 8.541078348041324
hl_2022-06-19-20-32-34-462.005/hetrig_238450580, 47.371149834200935, 8.541334529464132
hl_2022-08-26-09-50-11-549.000/hetrig_243600609, 47.370893199822056, 8.541209795792893
hl_2022-06-19-20-32-34-462.005/hetrig_240242742, 47.371132407453956, 8.541336756886333
hl_2022-06-19-20-32-34-462.005/hetrig_245492875, 47.37108564763134, 8.54133757672942
hl_2022-09-01-21-12-07-737.003/hetrig_255231587, 47.37245122989488, 8.54052793874036
hl_2022-06-19-20-32-34-462.005/hetrig_244568903, 47.371093417317894, 8.541337341189688
hl_2022-08-28-19-00-34-310.007/hetrig_256128423, 47.372966803637844, 8.540527335175952
hl_2022-08-28-19-00-34-310.007/hetrig_257283388, 47.37229164933779, 8.54082019701635
hl_2022-01-13-13-33-11-670.010/hetrig_243610241, 47.37224428195984, 8.541051013647728
hl_2022-06-19-20-32-34-462.005/hetrig_242720955, 47.3711082965886, 8.541337589235203
hl_2022-01-13-13-33-11-670.010/hetrig_241795282, 47.37223541585083, 8.541064137466783
hl_2022-08-26-09-50-11-549.000/hetrig_252315910, 47.37084862066062, 8.541251995087562
hl_2022-06-17-08-52-12-223.011/hetrig_244432803, 47.37180260481132, 8.541271526970377
hl_2022-09-01-21-12-07-737.003/hetrig_259851447, 47.37149046402907, 8.54115017902955
hl_2022-06-17-08-52-12-223.011/hetrig_246214829, 47.37178966538582, 8.541287629587996
hl_2022-08-28-19-00-34-310.007/hetrig_260055304, 47.37157587053143, 8.541201398829754
hl_2022-08-26-09-50-11-549.000/hetrig_257559647, 47.37082808884854, 8.541265695104558
hl_2022-09-01-21-12-07-737.003/hetrig_257541517, 47.372459032602606, 8.540531050696023
hl_2022-06-19-20-32-34-462.005/hetrig_249708177, 47.371046201225866, 8.54133870017736
hl_2022-08-28-19-00-34-310.007/hetrig_261903248, 47.37256492221746, 8.54062061624126
hl_2022-06-19-20-32-34-462.005/hetrig_259707349, 47.370954532130824, 8.54133601406871
hl_2022-01-13-14-09-39-951.001/hetrig_260452412, 47.37168678647674, 8.541180412515423
hl_2022-06-19-20-32-34-462.005/hetrig_247937792, 47.37106400621302, 8.541337207797513
hl_2022-06-19-20-32-34-462.005/hetrig_257859405, 47.370971527522514, 8.54133684389623
hl_2022-06-19-20-32-34-462.005/hetrig_263172244, 47.37092245279108, 8.54133519631571
hl_2022-08-28-19-00-34-310.007/hetrig_263751192, 47.37096591073949, 8.54190193567022
hl_2022-09-01-21-12-07-737.003/hetrig_263316342, 47.3727664155648, 8.540525601249863
hl_2022-06-19-20-32-34-462.005/hetrig_261555293, 47.37093704103053, 8.541335806519566
hl_2022-08-28-19-00-34-310.007/hetrig_265599136, 47.37228638295332, 8.540821510518695
hl_2022-01-13-14-09-39-951.001/hetrig_264566889, 47.3716602598258, 8.541180816788605
hl_2022-01-13-14-09-39-951.001/hetrig_263276374, 47.37170157483724, 8.54115991747144
hl_2022-01-13-14-21-00-695.007/hetrig_262182725, 47.37219177941709, 8.541320310441856
hl_2022-09-01-21-12-07-737.003/hetrig_266781237, 47.372519586881744, 8.541487849559404
hl_2022-08-26-09-50-11-549.000/hetrig_262965800, 47.37079710918994, 8.541291533425674
hl_2022-08-26-09-50-11-549.000/hetrig_259869578, 47.370814968666345, 8.54127716383146
hl_2022-08-26-09-50-11-549.000/hetrig_261645825, 47.370802791970384, 8.54128638917872
hl_2022-08-28-19-00-34-310.007/hetrig_267447080, 47.37154184641075, 8.540895659136355
hl_2022-06-19-20-32-34-462.005/hetrig_266901131, 47.37089815336194, 8.541327030418524
hl_2022-08-28-19-00-34-310.007/hetrig_269295024, 47.36949238582277, 8.542035017400314
hl_2022-01-13-14-09-39-951.001/hetrig_270131512, 47.37175221464818, 8.54110926261328
hl_2022-06-19-20-32-34-462.005/hetrig_268704919, 47.370888254923926, 8.541321870570409
hl_2022-09-01-21-12-07-737.003/hetrig_270246132, 47.37105129105703, 8.541328258144562
hl_2022-08-26-09-50-11-549.000/hetrig_266420856, 47.37077916955042, 8.541309364910228
hl_2022-01-13-14-09-39-951.001/hetrig_272991075, 47.37176022493256, 8.541090097661272
hl_2022-08-26-09-50-11-549.000/hetrig_272092108, 47.37099554459447, 8.54136442390368
hl_2022-08-28-19-00-34-310.007/hetrig_271835947, 47.37237317703869, 8.540829854097856
hl_2022-08-28-19-00-34-310.007/hetrig_273683891, 47.3715854096528, 8.541307744132133
hl_2022-09-01-21-12-07-737.003/hetrig_271401097, 47.37279828763936, 8.540480947742049
hl_2022-08-28-19-00-34-310.007/hetrig_276224814, 47.37072931020005, 8.541191505488479
hl_2022-06-19-20-32-34-462.005/hetrig_265482174, 47.370904834083426, 8.541331640180056
hl_2022-08-28-19-00-34-310.007/hetrig_279920702, 47.371469923432024, 8.541446260354167
hl_2022-01-13-14-09-39-951.001/hetrig_266984745, 47.371734598163954, 8.541132736119808
hl_2022-01-13-14-09-39-951.001/hetrig_268425096, 47.37174579877327, 8.541121662882363
hl_2022-06-19-20-32-34-462.005/hetrig_270354872, 47.370875796258105, 8.541319036585323
hl_2022-01-13-14-09-39-951.001/hetrig_275836216, 47.37177063464741, 8.541071184593008
hl_2022-08-26-09-50-11-549.000/hetrig_271000528, 47.37078468621968, 8.541323972861564
hl_2022-09-01-21-12-07-737.003/hetrig_280409824, 47.37246454231122, 8.540606073930688
hl_2022-08-28-19-00-34-310.007/hetrig_278072758, 47.37137703308868, 8.541484130906715
hl_2022-08-28-19-00-34-310.007/hetrig_281768646, 47.371422013174666, 8.541465622716357
hl_2022-01-13-14-09-39-951.001/hetrig_279844572, 47.37178088050032, 8.541048679626579
hl_2022-01-13-14-09-39-951.001/hetrig_282385495, 47.37150743790034, 8.541389875574701
hl_2022-01-13-14-09-39-951.001/hetrig_284341416, 47.371790492978825, 8.541026679525027
hl_2022-09-01-22-21-38-474.004/hetrig_282204102, 47.37092072554649, 8.54135062844337
hl_2022-09-01-21-12-07-737.003/hetrig_288062355, 47.37242583264115, 8.540601841735658
hl_2022-08-28-19-00-34-310.007/hetrig_283616590, 47.37144616867985, 8.541456156354958
hl_2022-08-26-09-50-11-549.000/hetrig_281454627, 47.370789462793226, 8.541330388413046
hl_2022-09-01-21-12-07-737.003/hetrig_283874719, 47.37240272233701, 8.54061973506881
hl_2022-09-01-22-21-38-474.004/hetrig_286823962, 47.37094798444311, 8.541351688539388
hl_2022-08-26-09-50-11-549.000/hetrig_269291827, 47.37077913552064, 8.541319678558791
hl_2022-08-28-19-00-34-310.007/hetrig_287312478, 47.37149273457288, 8.541440943499554
hl_2022-09-01-22-21-38-474.004/hetrig_284514032, 47.37093573440603, 8.541350127050764
hl_2022-08-28-19-00-34-310.007/hetrig_285464534, 47.37146965980169, 8.54144828682229
hl_2022-08-26-09-50-11-549.000/hetrig_279111682, 47.370787717661834, 8.54133099273334
hl_2022-08-28-19-00-34-310.007/hetrig_289160422, 47.3715161877748, 8.541433901717374
hl_2022-09-01-22-21-38-474.004/hetrig_292598787, 47.370982632670476, 8.54135313337213
hl_2022-01-13-14-09-39-951.001/hetrig_288694721, 47.371799945614, 8.541006608148377
hl_2022-09-01-22-21-38-474.004/hetrig_296063682, 47.370366466284885, 8.54126349516447
hl_2022-08-26-09-50-11-549.000/hetrig_294639012, 47.370786018499636, 8.5413331584288
hl_2022-09-01-22-21-38-474.004/hetrig_289133892, 47.370961145633075, 8.541353040088394
hl_2022-08-26-09-50-11-549.000/hetrig_297263822, 47.37077998507557, 8.541342426229148
hl_2022-08-28-19-00-34-310.007/hetrig_299555107, 47.37160208082637, 8.541427754201832
hl_2022-09-01-22-21-38-474.004/hetrig_298373612, 47.37064002736762, 8.541382630561493
hl_2022-09-01-21-12-07-737.003/hetrig_297764061, 47.372430515994395, 8.540598993614237
hl_2022-01-13-14-09-39-951.001/hetrig_292093430, 47.371809825370114, 8.54099053922935
hl_2022-06-19-20-32-34-462.008/hetrig_296698947, 47.37069574721836, 8.541319791771762
hl_2022-01-13-14-09-39-951.001/hetrig_296053084, 47.37181043012084, 8.540977010400827
hl_2022-08-28-19-00-34-310.007/hetrig_297938156, 47.37158339544694, 8.541431106474546
hl_2022-01-13-14-09-39-951.001/hetrig_293809308, 47.3718160699446, 8.540982363321605
hl_2022-06-19-20-32-34-462.008/hetrig_299008877, 47.37068071115225, 8.541333461438445
hl_2022-09-01-21-12-07-737.003/hetrig_299842998, 47.37107815126381, 8.541393054768424
hl_2022-01-13-14-09-39-951.001/hetrig_298099010, 47.37179918933909, 8.5409751187721
hl_2022-09-01-22-35-58-073.000/hetrig_300931022, 47.370392323103005, 8.539143806976186
hl_2022-09-01-22-35-58-073.000/hetrig_304395917, 47.37174243734492, 8.541231621106084
hl_2022-09-01-22-21-38-474.004/hetrig_300683542, 47.37103102025727, 8.541353735739966
hl_2022-06-19-20-32-34-462.008/hetrig_300163842, 47.37068063655988, 8.541338066332369
hl_2022-01-13-14-09-39-951.001/hetrig_305193726, 47.39227287585632, 8.511990539948455
hl_2022-01-13-14-09-39-951.001/hetrig_300936897, 47.371787721190266, 8.540967637446464
hl_2022-09-01-21-12-07-737.003/hetrig_302819692, 47.37243165711655, 8.540606877473582
hl_2022-09-01-22-21-38-474.004/hetrig_305303402, 47.37106482368788, 8.541347086083205
hl_2022-09-01-21-12-07-737.003/hetrig_304898629, 47.37246539882747, 8.540603993422362
hl_2022-08-28-19-00-34-310.007/hetrig_305560925, 47.37167387566835, 8.541414483282507
hl_2022-09-01-22-35-58-073.000/hetrig_306705847, 47.37173083534632, 8.541229531165612
hl_2022-09-01-22-35-58-073.000/hetrig_309246770, 47.37218263055623, 8.540922633503275
hl_2022-01-13-14-09-39-951.001/hetrig_308493661, 47.371796714780494, 8.540969286300411
hl_2022-06-19-20-32-34-462.008/hetrig_308799395, 47.37077451803683, 8.541300432438987
hl_2022-06-19-20-32-34-462.008/hetrig_304456527, 47.370723961893425, 8.541321034465264
hl_2022-09-01-22-21-38-474.004/hetrig_307613332, 47.371082240634706, 8.541341805533673
hl_2022-08-28-19-00-34-310.007/hetrig_308794827, 47.371714198710805, 8.541399886753815
hl_2022-01-13-14-09-39-951.001/hetrig_302751839, 47.3717880617859, 8.540962866785346
hl_2022-06-19-20-32-34-462.008/hetrig_302608583, 47.37070272314088, 8.54133136189353
hl_2022-09-01-21-12-07-737.003/hetrig_308266456, 47.372461965191874, 8.540607453614006
hl_2022-06-25-19-03-53-880.003/hetrig_313480230, 47.37137253266621, 8.541036123388142
hl_2022-01-13-14-09-39-951.001/hetrig_306678740, 47.371789446566254, 8.54096630024079
hl_2022-01-13-14-09-39-951.001/hetrig_311703474, 47.37182073535681, 8.540971552937778
hl_2022-09-01-22-21-38-474.004/hetrig_311078227, 47.371104450879315, 8.541339093652114
hl_2022-09-01-22-35-58-073.000/hetrig_313635637, 47.37237608943493, 8.541056463487353
hl_2022-08-28-19-00-34-310.007/hetrig_312259722, 47.37176058173586, 8.541384131191098
hl_2022-09-01-21-12-07-737.003/hetrig_311731351, 47.372251015598025, 8.541409037983554
hl_2022-08-26-09-50-11-549.000/hetrig_312821635, 47.37285893672752, 8.540596970885806
hl_2022-09-01-22-21-38-474.004/hetrig_315467094, 47.371112659732, 8.54134737498644
hl_2022-06-19-20-32-34-462.008/hetrig_305842485, 47.37074075390525, 8.541314511530274
hl_2022-09-01-22-35-58-073.000/hetrig_316869539, 47.371701157743864, 8.54122058991947
hl_2022-06-19-20-32-34-462.008/hetrig_307041803, 47.370754017361726, 8.541309385297456
hl_2022-09-01-21-12-07-737.003/hetrig_316310838, 47.37250157518313, 8.540611521350238
hl_2022-08-28-19-00-34-310.007/hetrig_316879582, 47.37158238377555, 8.541682578024878
hl_2022-09-01-22-04-22-205.005/hetrig_317735610, 47.372519564399816, 8.54046234255338
hl_2022-06-19-20-32-34-462.008/hetrig_310537962, 47.3707968287888, 8.54128986697928
hl_2022-01-13-14-09-39-951.001/hetrig_314343464, 47.37184363216584, 8.540970386604505
hl_2022-09-01-22-35-58-073.000/hetrig_319179469, 47.38873987167222, 8.532156804469041
hl_2022-08-28-19-00-34-310.007/hetrig_318727526, 47.37181594199165, 8.541387236659197
hl_2022-09-01-22-04-22-205.005/hetrig_320045540, 47.37250020322158, 8.540472845159181
hl_2022-01-13-14-09-39-951.001/hetrig_316389762, 47.371859788939304, 8.540970953206998
hl_2022-09-01-21-12-07-737.003/hetrig_319466838, 47.3725235959738, 8.54060698651107
hl_2022-08-28-19-00-34-310.007/hetrig_320575470, 47.371833148949335, 8.54138551767227
hl_2022-09-01-22-35-58-073.000/hetrig_322644364, 47.37167666733093, 8.541208794042053
hl_2022-06-25-19-03-53-880.003/hetrig_315421867, 47.37134953251934, 8.541042575535812
hl_2022-09-01-22-04-22-205.005/hetrig_323510435, 47.372479529901376, 8.540484040156862
hl_2022-09-01-21-12-07-737.003/hetrig_322844269, 47.37254711598068, 8.54060465295831
hl_2022-06-25-19-03-53-880.003/hetrig_317769105, 47.371319908985306, 8.54105165517958
hl_2022-06-25-19-03-53-880.003/hetrig_319956455, 47.37129332182485, 8.541058777239325
hl_2022-06-25-19-03-53-880.003/hetrig_322266385, 47.37126720526598, 8.541064315321021
hl_2022-08-28-19-00-34-310.007/hetrig_324271358, 47.37186583470632, 8.541383144895944
hl_2022-09-01-21-12-07-737.003/hetrig_325154199, 47.37256130466066, 8.54060186514373
hl_2022-09-01-22-04-22-205.005/hetrig_325820365, 47.37248322092657, 8.540474180582313
hl_2022-01-13-14-09-39-951.001/hetrig_318535402, 47.37187717883602, 8.540971451188001
hl_2022-09-01-21-12-07-737.003/hetrig_327464129, 47.3709745149003, 8.541286867533323
hl_2022-08-28-19-00-34-310.007/hetrig_326119302, 47.371881929873695, 8.54138233573066
hl_2022-06-25-19-03-53-880.003/hetrig_324281634, 47.37124586698701, 8.541067466354983
hl_2022-01-13-14-09-39-951.001/hetrig_324069744, 47.371931783678924, 8.540963806825514
hl_2022-08-28-19-00-34-310.007/hetrig_328891218, 47.37190474980729, 8.541381756940725
hl_2022-06-25-19-03-53-880.003/hetrig_325898585, 47.3712254709676, 8.541074728808427
hl_2022-08-28-19-00-34-310.007/hetrig_331663134, 47.37189923223441, 8.541382318932794
hl_2022-06-25-19-03-53-880.003/hetrig_327548535, 47.37120594074057, 8.541081192212967
hl_2022-09-01-22-04-22-205.005/hetrig_333905120, 47.37244867473254, 8.540518086593446
hl_2022-09-01-22-04-22-205.005/hetrig_329285260, 47.37245742577754, 8.540503640258104
hl_2022-08-28-19-00-34-310.007/hetrig_334435050, 47.37195494144782, 8.541379560308812
hl_2022-06-25-19-03-53-880.003/hetrig_335111757, 47.37111812455396, 8.541103541458991
hl_2022-09-01-22-04-22-205.005/hetrig_336908029, 47.37244540598084, 8.540527338813076
hl_2022-06-25-19-03-53-880.003/hetrig_329798919, 47.371181374407115, 8.541085868809724
hl_2022-08-28-19-00-34-310.007/hetrig_337206966, 47.37197852464567, 8.541379211750996
hl_2022-09-01-22-04-22-205.005/hetrig_338293987, 47.372441219628605, 8.540532174065715
hl_2022-09-01-21-12-07-737.003/hetrig_333238954, 47.372565046986786, 8.540621077278338
hl_2022-01-13-14-09-39-951.001/hetrig_330121012, 47.37199966434502, 8.540948446828311
hl_2022-09-01-21-12-07-737.003/hetrig_340168744, 47.37070431383362, 8.541024463881328
hl_2022-08-28-19-00-34-310.007/hetrig_340209875, 47.372005662607876, 8.541377005931286
hl_2022-01-13-14-09-39-951.001/hetrig_320317170, 47.37189123022837, 8.54097091225053
hl_2022-01-13-14-09-39-951.001/hetrig_322353609, 47.37191263765482, 8.540967407849108
hl_2022-09-01-22-04-22-205.005/hetrig_340372924, 47.37243787739505, 8.540539450171599
hl_2022-09-01-22-04-22-205.005/hetrig_343837819, 47.372133157688594, 8.540969455367557
hl_2022-01-13-14-09-39-951.001/hetrig_327997944, 47.371973963608646, 8.540956503132588
