# Interpolated WGS84 points with column2
# Format: column2, latitude, longitude, elevation
hl_2022-06-19-20-32-34-462.002/hetrig_154555027, 47.37204733804237, 8.54091095543203, 401.60259353256123
hl_2022-09-01-22-33-16-669.000/hetrig_158018002, 47.37185473890535, 8.541379331113948, 424.87153140178094
hl_2022-09-01-21-03-42-170.002/hetrig_147791850, 47.370702107794074, 8.541284737906777, 439.17306486794183
hl_2022-01-13-14-21-00-695.003/hetrig_155044470, 47.372013954835154, 8.541204046759304, 414.7738318085242
hl_2022-06-19-20-32-34-462.002/hetrig_158943894, 47.37202210891413, 8.540940803242593, 403.29203244506454
hl_2022-01-13-14-21-00-695.003/hetrig_147538649, 47.37197233075254, 8.541240351690277, 417.0031643284698
hl_2022-09-01-21-03-42-170.002/hetrig_153104689, 47.370734734375866, 8.54128260352972, 438.56073891071406
hl_2022-06-19-20-32-34-462.002/hetrig_156633964, 47.37203379333539, 8.540927479926465, 402.5311673969173
hl_2022-09-01-21-03-42-170.002/hetrig_150101780, 47.37071134102322, 8.541285538154112, 439.0603342748737
hl_2022-09-01-22-33-16-669.000/hetrig_159865946, 47.3718542539573, 8.54137815434259, 424.82851916875336
hl_2022-06-19-20-18-49-840.004/hetrig_157745173, 47.37112745344251, 8.541357069475792, 435.5093430100599
hl_2022-09-01-21-03-42-170.002/hetrig_154952633, 47.37074907655951, 8.541282448552643, 438.32534557420075
hl_2022-06-19-20-32-34-462.002/hetrig_159174887, 47.372018831196435, 8.540942913784251, 403.43531341764367
hl_2022-09-01-22-33-16-669.000/hetrig_162406869, 47.371850926840914, 8.541379561550302, 424.942258234399
hl_2022-06-19-20-32-34-462.002/hetrig_158712901, 47.372024036786605, 8.540938699954632, 403.1705898301391
hl_2022-01-13-14-21-00-695.003/hetrig_161011655, 47.372043970409585, 8.54117397555487, 412.99843159367754
hl_2022-09-01-21-03-42-170.002/hetrig_163961360, 47.37078498532271, 8.54130429765976, 438.69491207526556
hl_2022-09-01-21-03-42-170.002/hetrig_159341500, 47.370767650101484, 8.541293322963485, 438.49809297941306
hl_2022-09-01-22-19-32-361.001/hetrig_163480466, 47.37086780338216, 8.541235809570155, 434.42084771237114
hl_2022-06-19-20-32-34-462.002/hetrig_159810047, 47.3720140934424, 8.540946952424607, 403.68502193642587
hl_2022-06-19-20-32-34-462.002/hetrig_161627060, 47.371999738689475, 8.54095966318717, 404.46205496879446
hl_2022-09-01-22-19-32-361.001/hetrig_161170536, 47.37088264439743, 8.541223507721796, 433.6536938876645
hl_2022-01-13-14-21-00-695.003/hetrig_166711096, 47.372076022400144, 8.541147615079586, 411.3505739155839
hl_2022-09-01-22-33-16-669.000/hetrig_168874673, 47.371425567026876, 8.54108159844781, 418.87636709502857
hl_2022-09-01-22-33-16-669.000/hetrig_172108575, 47.3718270635653, 8.54137280904478, 425.0316122031729
hl_2022-01-13-14-21-00-695.003/hetrig_164000598, 47.37205939018619, 8.541159912484689, 412.1460998191611
hl_2022-01-13-14-21-00-695.003/hetrig_175308212, 47.37212645616522, 8.54113247676269, 409.8935175081564
hl_2022-01-13-14-21-00-695.003/hetrig_176839659, 47.37213601970857, 8.541130230649351, 409.64415222799965
hl_2022-09-01-21-03-42-170.002/hetrig_170831575, 47.37081066199372, 8.541321686721165, 439.03531737070847
hl_2022-01-13-14-21-00-695.003/hetrig_167999609, 47.37208627787095, 8.541144359536363, 411.04664535222884
hl_2022-09-01-21-03-42-170.002/hetrig_174171470, 47.37082509673698, 8.54132883545683, 439.11340376272256
hl_2022-06-19-20-32-34-462.002/hetrig_163513122, 47.3719836862505, 8.540974080424219, 405.3397482403571
hl_2022-01-13-14-21-00-695.003/hetrig_179656664, 47.372145552180974, 8.541126873987062, 409.3473925674118
hl_2022-09-01-21-03-42-170.002/hetrig_179682320, 47.370846762165854, 8.541339247407008, 439.21690326805964
hl_2022-09-01-21-03-42-170.002/hetrig_166244864, 47.37079111575291, 8.541311249632853, 438.89693981350297
hl_2022-01-13-14-21-00-695.003/hetrig_171676598, 47.37210697319902, 8.541136443590549, 410.37526655615244
hl_2022-09-01-21-03-42-170.002/hetrig_177603383, 47.370841287002555, 8.541334763691736, 439.1108641132419
hl_2022-06-19-20-32-34-462.002/hetrig_165856051, 47.371960871903234, 8.540991493778344, 406.45447217508786
hl_2022-06-19-20-32-34-462.002/hetrig_165361066, 47.37196577341638, 8.540988211376366, 406.23476327489726
hl_2022-09-01-21-03-42-170.002/hetrig_183609201, 47.370519020772264, 8.541905660135367, 468.86853360790457
hl_2022-01-13-14-21-00-695.003/hetrig_186119626, 47.372189845323916, 8.54112268243925, 408.4603128769261
hl_2022-09-01-21-03-42-170.002/hetrig_192155942, 47.370875198314934, 8.541355676680892, 439.47191541093054
hl_2022-01-13-14-21-00-695.003/hetrig_182730185, 47.37216620813022, 8.541122940501523, 408.8483761368645
hl_2022-01-13-14-21-00-695.003/hetrig_185503551, 47.372186849197256, 8.541120951303567, 408.43343994069846
hl_2022-09-01-21-03-42-170.002/hetrig_188229061, 47.3708636793549, 8.54134961727074, 439.39430658518944
hl_2022-01-13-14-21-00-695.003/hetrig_187170404, 47.37219450618542, 8.541125024385602, 408.48697860794925
hl_2022-01-13-14-21-00-695.003/hetrig_184381631, 47.372179407180006, 8.541120564574038, 408.53543863963745
hl_2022-01-13-14-21-00-695.003/hetrig_180751028, 47.37215202210121, 8.541123062090753, 409.0798395503481
hl_2022-01-13-14-21-00-695.003/hetrig_188753967, 47.372196213391376, 8.541131018531804, 408.7182380440282
hl_2022-09-01-21-03-42-170.002/hetrig_192617928, 47.37087594460481, 8.541356993994235, 439.51682065632383
hl_2022-01-13-14-21-00-695.003/hetrig_190665286, 47.37219745051212, 8.541136477449315, 408.9339132801671
hl_2022-06-19-20-18-49-840.007/hetrig_186820834, 47.371466109248885, 8.541241807133467, 425.13848262886825
hl_2022-01-13-14-21-00-695.003/hetrig_196923907, 47.37221560515345, 8.541159230670607, 409.6255870346418
hl_2022-06-19-20-18-49-840.007/hetrig_188546786, 47.371486865238666, 8.541234943325529, 424.51150749593523
hl_2022-01-13-14-21-00-695.003/hetrig_195141288, 47.37220976320506, 8.541152560954767, 409.4311306597695
hl_2022-09-01-21-03-42-170.002/hetrig_196082823, 47.370885589065786, 8.541356469463777, 439.3404042947639
hl_2022-01-13-14-21-00-695.003/hetrig_198621080, 47.37221782850208, 8.54116871889962, 409.9992899584048
hl_2022-01-13-14-21-00-695.003/hetrig_204631657, 47.372231352006295, 8.541190629663124, 410.72848595839366
hl_2022-06-19-20-18-49-840.007/hetrig_193758622, 47.371548445945535, 8.54121432156855, 422.6402336088422
hl_2022-01-13-14-21-00-695.003/hetrig_201492470, 47.3722253710352, 8.54117879267415, 410.3134198125817
hl_2022-06-19-20-18-49-840.007/hetrig_192221532, 47.37153098763372, 8.541219376941633, 423.13663712735485
hl_2022-01-13-14-21-00-695.003/hetrig_203306950, 47.37222612152055, 8.541186716927166, 410.6431671719015
hl_2022-01-13-14-21-00-695.003/hetrig_192806685, 47.37220322061112, 8.541143555994262, 409.14714522590214
hl_2022-08-26-09-50-11-549.000/hetrig_213978945, 47.37090910061394, 8.54115492005856, 430.2741202879111
hl_2022-06-19-20-32-34-462.005/hetrig_218132545, 47.371377681397185, 8.541272650682426, 427.8786706976379
hl_2022-08-26-09-50-11-549.000/hetrig_205377044, 47.37084598535901, 8.541162133379943, 431.5916573074605
hl_2022-08-26-09-50-11-549.000/hetrig_209656533, 47.37087302471092, 8.541160737811344, 431.1002885630158
hl_2022-06-19-20-18-49-840.010/hetrig_224866238, 47.372081850825744, 8.540851552910597, 398.49063241738406
hl_2022-08-26-09-50-11-549.000/hetrig_211787694, 47.37089080351419, 8.541157722163952, 430.68673272841727
hl_2022-06-19-20-32-34-462.005/hetrig_219749496, 47.37135875585417, 8.541281685335166, 428.5700689391628
hl_2022-06-19-20-32-34-462.005/hetrig_222290419, 47.37132924572482, 8.541294490851152, 429.59286603218806
hl_2022-08-26-09-50-11-549.000/hetrig_216272788, 47.37092689798932, 8.541152802170483, 429.898982087252
hl_2022-06-19-20-32-34-462.005/hetrig_225062335, 47.37129555198098, 8.541307345478964, 430.6844957486189
hl_2022-06-19-20-18-49-840.010/hetrig_226714182, 47.37234690909827, 8.540906724553134, 396.64298090385853
hl_2022-08-26-09-50-11-549.000/hetrig_224048400, 47.370972455195805, 8.541151437432216, 429.11364440614193
hl_2022-06-19-20-32-34-462.005/hetrig_227900249, 47.37111406764945, 8.541261687561725, 431.6096772524612
hl_2022-08-26-09-50-11-549.000/hetrig_220166817, 47.37095209631493, 8.541152993702138, 429.50541164612696
hl_2022-08-26-09-50-11-549.000/hetrig_226325338, 47.37096816940279, 8.54115504626579, 429.3376112190984
hl_2022-06-19-20-18-49-840.010/hetrig_232752999, 47.37179340237371, 8.541244685005578, 420.04334332774073
hl_2022-08-26-09-50-11-549.000/hetrig_234744061, 47.370918348394966, 8.54118508984709, 431.4276512895482
hl_2022-08-26-09-50-11-549.000/hetrig_230252132, 47.370939063041405, 8.541170763726983, 430.47954046447444
hl_2022-06-19-20-18-49-840.010/hetrig_230641063, 47.37184704396341, 8.541272749570517, 420.3981572686807
hl_2022-08-26-09-50-11-549.000/hetrig_207304592, 47.37085777655187, 8.541161223198536, 431.3643773785397
hl_2022-01-13-13-33-11-670.010/hetrig_235474183, 47.3722103253042, 8.541105254232553, 407.382173878
hl_2022-06-19-20-18-49-840.010/hetrig_228793119, 47.370637522645175, 8.541301468395186, 440.9244476785196
hl_2022-06-19-20-18-49-840.010/hetrig_234600943, 47.37179934246686, 8.541250375838993, 420.19402257460655
hl_2022-08-26-09-50-11-549.000/hetrig_218450836, 47.3709399048905, 8.541153970383785, 429.7419416116762
hl_2022-06-19-20-18-49-840.010/hetrig_236910873, 47.36957591879666, 8.542966946822544, 529.6734230966488
hl_2022-01-13-13-33-11-670.010/hetrig_234056351, 47.3722063021993, 8.541113748540555, 407.81262648998404
hl_2022-06-19-20-32-34-462.005/hetrig_230065913, 47.37123615013975, 8.541321859766752, 432.2576534415947
hl_2022-06-19-20-32-34-462.005/hetrig_235675743, 47.371176693576636, 8.54133184447403, 433.6363560667716
hl_2022-01-13-13-33-11-670.010/hetrig_237631015, 47.37221813206298, 8.54109415387621, 406.77900470609245
hl_2022-01-13-13-33-11-670.010/hetrig_239812721, 47.37222680043545, 8.541078348041324, 405.9591827536036
hl_2022-06-19-20-32-34-462.005/hetrig_238450580, 47.371149834200935, 8.541334529464132, 434.18045811210794
hl_2022-08-26-09-50-11-549.000/hetrig_243600609, 47.370893199822056, 8.541209795792893, 432.89407456646364
hl_2022-06-19-20-32-34-462.005/hetrig_240242742, 47.371132407453956, 8.541336756886333, 434.5544094239406
hl_2022-06-19-20-32-34-462.005/hetrig_245492875, 47.37108564763134, 8.54133757672942, 435.33542750125827
hl_2022-09-01-21-12-07-737.003/hetrig_255231587, 47.37245122989488, 8.54052793874036, 378.64514630478607
hl_2022-06-19-20-32-34-462.005/hetrig_244568903, 47.371093417317894, 8.541337341189688, 435.20136963765117
hl_2022-08-28-19-00-34-310.007/hetrig_256128423, 47.372966803637844, 8.540527335175952, 370.39742608056594
hl_2022-08-28-19-00-34-310.007/hetrig_257283388, 47.37229164933779, 8.54082019701635, 393.79289075700257
hl_2022-01-13-13-33-11-670.010/hetrig_243610241, 47.37224428195984, 8.541051013647728, 404.50167775475535
hl_2022-06-19-20-32-34-462.005/hetrig_242720955, 47.3711082965886, 8.541337589235203, 434.9747909607569
hl_2022-01-13-13-33-11-670.010/hetrig_241795282, 47.37223541585083, 8.541064137466783, 405.2089972099689
hl_2022-08-26-09-50-11-549.000/hetrig_252315910, 47.37084862066062, 8.541251995087562, 435.42471162649315
hl_2022-06-17-08-52-12-223.011/hetrig_244432803, 47.37180260481132, 8.541271526970377, 421.0540926922127
hl_2022-09-01-21-12-07-737.003/hetrig_259851447, 47.37149046402907, 8.54115017902955, 420.7988541721063
hl_2022-06-17-08-52-12-223.011/hetrig_246214829, 47.37178966538582, 8.541287629587996, 421.95482185904
hl_2022-08-28-19-00-34-310.007/hetrig_260055304, 47.37157587053143, 8.541201398829754, 421.64563906056406
hl_2022-08-26-09-50-11-549.000/hetrig_257559647, 47.37082808884854, 8.541265695104558, 436.34290759837256
hl_2022-09-01-21-12-07-737.003/hetrig_257541517, 47.372459032602606, 8.540531050696023, 378.65491487235215
hl_2022-06-19-20-32-34-462.005/hetrig_249708177, 47.371046201225866, 8.54133870017736, 436.01291306547597
hl_2022-08-28-19-00-34-310.007/hetrig_261903248, 47.37256492221746, 8.54062061624126, 380.82863369807006
hl_2022-06-19-20-32-34-462.005/hetrig_259707349, 47.370954532130824, 8.54133601406871, 437.35889916257895
hl_2022-01-13-14-09-39-951.001/hetrig_260452412, 47.37168678647674, 8.541180412515423, 418.9719108933104
hl_2022-06-19-20-32-34-462.005/hetrig_247937792, 47.37106400621302, 8.541337207797513, 435.6646270803527
hl_2022-06-19-20-32-34-462.005/hetrig_257859405, 47.370971527522514, 8.54133684389623, 437.1236633732724
hl_2022-06-19-20-32-34-462.005/hetrig_263172244, 47.37092245279108, 8.54133519631571, 437.83519463024686
hl_2022-08-28-19-00-34-310.007/hetrig_263751192, 47.37096591073949, 8.54190193567022, 461.58151039238675
hl_2022-09-01-21-12-07-737.003/hetrig_263316342, 47.3727664155648, 8.540525601249863, 373.5181803227245
hl_2022-06-19-20-32-34-462.005/hetrig_261555293, 47.37093704103053, 8.541335806519566, 437.62887417984945
hl_2022-08-28-19-00-34-310.007/hetrig_265599136, 47.37228638295332, 8.540821510518695, 393.9335138954572
hl_2022-01-13-14-09-39-951.001/hetrig_264566889, 47.3716602598258, 8.541180816788605, 419.4123564299742
hl_2022-01-13-14-09-39-951.001/hetrig_263276374, 47.37170157483724, 8.54115991747144, 417.8522840947819
hl_2022-01-13-14-21-00-695.007/hetrig_262182725, 47.37219177941709, 8.541320310441856, 416.9517217829751
hl_2022-09-01-21-12-07-737.003/hetrig_266781237, 47.372519586881744, 8.541487849559404, 418.94901646786246
hl_2022-08-26-09-50-11-549.000/hetrig_262965800, 47.37079710918994, 8.541291533425674, 437.9511484421576
hl_2022-08-26-09-50-11-549.000/hetrig_259869578, 47.370814968666345, 8.54127716383146, 437.0466933981709
hl_2022-08-26-09-50-11-549.000/hetrig_261645825, 47.370802791970384, 8.54128638917872, 437.6386931516461
hl_2022-08-28-19-00-34-310.007/hetrig_267447080, 47.37154184641075, 8.540895659136355, 409.00389273390067
hl_2022-06-19-20-32-34-462.005/hetrig_266901131, 47.37089815336194, 8.541327030418524, 437.8705545505589
hl_2022-08-28-19-00-34-310.007/hetrig_269295024, 47.36949238582277, 8.542035017400314, 490.81819277049374
hl_2022-01-13-14-09-39-951.001/hetrig_270131512, 47.37175221464818, 8.54110926261328, 414.8603731049906
hl_2022-06-19-20-32-34-462.005/hetrig_268704919, 47.370888254923926, 8.541321870570409, 437.8058953037959
hl_2022-09-01-21-12-07-737.003/hetrig_270246132, 47.37105129105703, 8.541328258144562, 435.4814585695305
hl_2022-08-26-09-50-11-549.000/hetrig_266420856, 47.37077916955042, 8.541309364910228, 439.0061678494276
hl_2022-01-13-14-09-39-951.001/hetrig_272991075, 47.37176022493256, 8.541090097661272, 413.90619130759615
hl_2022-08-26-09-50-11-549.000/hetrig_272092108, 47.37099554459447, 8.54136442390368, 437.92999479173176
hl_2022-08-28-19-00-34-310.007/hetrig_271835947, 47.37237317703869, 8.540829854097856, 392.90923340231933
hl_2022-08-28-19-00-34-310.007/hetrig_273683891, 47.3715854096528, 8.541307744132133, 426.07941729230913
hl_2022-09-01-21-12-07-737.003/hetrig_271401097, 47.37279828763936, 8.540480947742049, 371.0843469197367
hl_2022-08-28-19-00-34-310.007/hetrig_276224814, 47.37072931020005, 8.541191505488479, 434.71884386206335
hl_2022-06-19-20-32-34-462.005/hetrig_265482174, 47.370904834083426, 8.541331640180056, 437.96280450079956
hl_2022-08-28-19-00-34-310.007/hetrig_279920702, 47.371469923432024, 8.541446260354167, 433.89423210006385
hl_2022-01-13-14-09-39-951.001/hetrig_266984745, 47.371734598163954, 8.541132736119808, 416.15353842621334
hl_2022-01-13-14-09-39-951.001/hetrig_268425096, 47.37174579877327, 8.541121662882363, 415.49741802333796
hl_2022-06-19-20-32-34-462.005/hetrig_270354872, 47.370875796258105, 8.541319036585323, 437.8823606801083
hl_2022-01-13-14-09-39-951.001/hetrig_275836216, 47.37177063464741, 8.541071184593008, 412.9246084490468
hl_2022-08-26-09-50-11-549.000/hetrig_271000528, 47.37078468621968, 8.541323972861564, 439.5481294247436
hl_2022-09-01-21-12-07-737.003/hetrig_280409824, 47.37246454231122, 8.540606073930688, 381.80225703990044
hl_2022-08-28-19-00-34-310.007/hetrig_278072758, 47.37137703308868, 8.541484130906715, 437.0086054288828
hl_2022-08-28-19-00-34-310.007/hetrig_281768646, 47.371422013174666, 8.541465622716357, 435.4931991207911
hl_2022-01-13-14-09-39-951.001/hetrig_279844572, 47.37178088050032, 8.541048679626579, 411.79074633100817
hl_2022-01-13-14-09-39-951.001/hetrig_282385495, 47.37150743790034, 8.541389875574701, 430.8645372100923
hl_2022-01-13-14-09-39-951.001/hetrig_284341416, 47.371790492978825, 8.541026679525027, 410.6887555682046
hl_2022-09-01-22-21-38-474.004/hetrig_282204102, 47.37092072554649, 8.54135062844337, 438.52821333048684
hl_2022-09-01-21-12-07-737.003/hetrig_288062355, 47.37242583264115, 8.540601841735658, 382.23704437884953
hl_2022-08-28-19-00-34-310.007/hetrig_283616590, 47.37144616867985, 8.541456156354958, 434.6997838723288
hl_2022-08-26-09-50-11-549.000/hetrig_281454627, 47.370789462793226, 8.541330388413046, 439.7486147473401
hl_2022-09-01-21-12-07-737.003/hetrig_283874719, 47.37240272233701, 8.54061973506881, 383.3771858324732
hl_2022-09-01-22-21-38-474.004/hetrig_286823962, 47.37094798444311, 8.541351688539388, 438.1392384417416
hl_2022-08-26-09-50-11-549.000/hetrig_269291827, 47.37077913552064, 8.541319678558791, 439.4514627913468
hl_2022-08-28-19-00-34-310.007/hetrig_287312478, 47.37149273457288, 8.541440943499554, 433.3011929071261
hl_2022-09-01-22-21-38-474.004/hetrig_284514032, 47.37093573440603, 8.541350127050764, 438.26725035264434
hl_2022-08-28-19-00-34-310.007/hetrig_285464534, 47.37146965980169, 8.54144828682229, 433.9858228889339
hl_2022-08-26-09-50-11-549.000/hetrig_279111682, 47.370787717661834, 8.54133099273334, 439.80250372793876
hl_2022-08-28-19-00-34-310.007/hetrig_289160422, 47.3715161877748, 8.541433901717374, 432.6235314493629
hl_2022-09-01-22-21-38-474.004/hetrig_292598787, 47.370982632670476, 8.54135313337213, 437.64901909422224
hl_2022-01-13-14-09-39-951.001/hetrig_288694721, 47.371799945614, 8.541006608148377, 409.6724855847523
hl_2022-09-01-22-21-38-474.004/hetrig_296063682, 47.370366466284885, 8.54126349516447, 443.60939061599817
hl_2022-08-26-09-50-11-549.000/hetrig_294639012, 47.370786018499636, 8.5413331584288, 439.9229903511012
hl_2022-09-01-22-21-38-474.004/hetrig_289133892, 47.370961145633075, 8.541353040088394, 437.9876435001768
hl_2022-08-26-09-50-11-549.000/hetrig_297263822, 47.37077998507557, 8.541342426229148, 440.41885596420514
hl_2022-08-28-19-00-34-310.007/hetrig_299555107, 47.37160208082637, 8.541427754201832, 430.98872446112364
hl_2022-09-01-22-21-38-474.004/hetrig_298373612, 47.37064002736762, 8.541382630561493, 444.3844366709318
hl_2022-09-01-21-12-07-737.003/hetrig_297764061, 47.372430515994395, 8.540598993614237, 382.0395417524294
hl_2022-01-13-14-09-39-951.001/hetrig_292093430, 47.371809825370114, 8.54099053922935, 408.8220011808055
hl_2022-06-19-20-32-34-462.008/hetrig_296698947, 47.37069574721836, 8.541319791771762, 440.7861119625313
hl_2022-01-13-14-09-39-951.001/hetrig_296053084, 47.37181043012084, 8.540977010400827, 408.2289579189511
hl_2022-08-28-19-00-34-310.007/hetrig_297938156, 47.37158339544694, 8.541431106474546, 431.43125337141896
hl_2022-01-13-14-09-39-951.001/hetrig_293809308, 47.3718160699446, 8.540982363321605, 408.3698537654542
hl_2022-06-19-20-32-34-462.008/hetrig_299008877, 47.37068071115225, 8.541333461438445, 441.6153602087902
hl_2022-09-01-21-12-07-737.003/hetrig_299842998, 47.37107815126381, 8.541393054768424, 437.84733205660984
hl_2022-01-13-14-09-39-951.001/hetrig_298099010, 47.37179918933909, 8.5409751187721, 408.32663902158043
hl_2022-09-01-22-35-58-073.000/hetrig_300931022, 47.370392323103005, 8.539143806976186, 351.7904013407997
hl_2022-09-01-22-35-58-073.000/hetrig_304395917, 47.37174243734492, 8.541231621106084, 420.29271616898234
hl_2022-09-01-22-21-38-474.004/hetrig_300683542, 47.37103102025727, 8.541353735739966, 436.90337313397634
hl_2022-06-19-20-32-34-462.008/hetrig_300163842, 47.37068063655988, 8.541338066332369, 441.81512512751664
hl_2022-01-13-14-09-39-951.001/hetrig_305193726, 47.39227287585632, 8.511990539948455, -1168.0538591554973
hl_2022-01-13-14-09-39-951.001/hetrig_300936897, 47.371787721190266, 8.540967637446464, 408.1869031034708
hl_2022-09-01-21-12-07-737.003/hetrig_302819692, 47.37243165711655, 8.540606877473582, 382.3613178652951
hl_2022-09-01-22-21-38-474.004/hetrig_305303402, 47.37106482368788, 8.541347086083205, 436.07756932615774
hl_2022-09-01-21-12-07-737.003/hetrig_304898629, 47.37246539882747, 8.540603993422362, 381.6988813260235
hl_2022-08-28-19-00-34-310.007/hetrig_305560925, 47.37167387566835, 8.541414483282507, 429.2715568630455
hl_2022-09-01-22-35-58-073.000/hetrig_306705847, 47.37173083534632, 8.541229531165612, 420.3876057476552
hl_2022-09-01-22-35-58-073.000/hetrig_309246770, 47.37218263055623, 8.540922633503275, 399.9487160708746
hl_2022-01-13-14-09-39-951.001/hetrig_308493661, 47.371796714780494, 8.540969286300411, 408.1145881578451
hl_2022-06-19-20-32-34-462.008/hetrig_308799395, 47.37077451803683, 8.541300432438987, 438.69515188184056
hl_2022-06-19-20-32-34-462.008/hetrig_304456527, 47.370723961893425, 8.541321034465264, 440.38976966946626
hl_2022-09-01-22-21-38-474.004/hetrig_307613332, 47.371082240634706, 8.541341805533673, 435.5721152277751
hl_2022-08-28-19-00-34-310.007/hetrig_308794827, 47.371714198710805, 8.541399886753815, 427.99909634585117
hl_2022-01-13-14-09-39-951.001/hetrig_302751839, 47.3717880617859, 8.540962866785346, 407.9757479864627
hl_2022-06-19-20-32-34-462.008/hetrig_302608583, 47.37070272314088, 8.54133136189353, 441.1738038978915
hl_2022-09-01-21-12-07-737.003/hetrig_308266456, 47.372461965191874, 8.540607453614006, 381.9028492118508
hl_2022-06-25-19-03-53-880.003/hetrig_313480230, 47.37137253266621, 8.541036123388142, 417.76108247910383
hl_2022-01-13-14-09-39-951.001/hetrig_306678740, 47.371789446566254, 8.54096630024079, 408.10172516625755
hl_2022-01-13-14-09-39-951.001/hetrig_311703474, 47.37182073535681, 8.540971552937778, 407.8292830577644
hl_2022-09-01-22-21-38-474.004/hetrig_311078227, 47.371104450879315, 8.541339093652114, 435.10099178712375
hl_2022-09-01-22-35-58-073.000/hetrig_313635637, 47.37237608943493, 8.541056463487353, 402.63479700673855
hl_2022-08-28-19-00-34-310.007/hetrig_312259722, 47.37176058173586, 8.541384131191098, 426.5800185191241
hl_2022-09-01-21-12-07-737.003/hetrig_311731351, 47.372251015598025, 8.541409037983554, 419.83327133109856
hl_2022-08-26-09-50-11-549.000/hetrig_312821635, 47.37285893672752, 8.540596970885806, 375.12042509160955
hl_2022-09-01-22-21-38-474.004/hetrig_315467094, 47.371112659732, 8.54134737498644, 435.3272012069143
hl_2022-06-19-20-32-34-462.008/hetrig_305842485, 47.37074075390525, 8.541314511530274, 439.8407062094696
hl_2022-09-01-22-35-58-073.000/hetrig_316869539, 47.371701157743864, 8.54122058991947, 420.4752945790817
